"","Finished","ProlificID","MusicLexicon","MUVA1_1","MUVA11_1","MUVA14_1","MUVA23_1","MUVA31_1","MUVA69_1","MUVA109_1","MUVA105_1","MUVA41_1","MUVA42_1","MUAR1_1","MUAR11_1","MUAR14_1","MUAR23_1","MUAR31_1","MUAR69_1","MUAR109_1","MUAR105_1","MUAR41_1","MUAR42_1","TAS1_1","TAS2_1","TAS3_1","TAS4_1","TAS5_1","TAS6_1","TAS7_1","TAS8_1","TAS9_1","TAS10_1","TAS11_1","TAS12_1","TAS13_1","TAS14_1","TAS15_1","TAS16_1","TAS17_1","TAS18_1","TAS19_1","TAS20_1","UserLanguage","Age","Gender","MusicExperience1","Yearsplayed","HoursListened","WC","posemo","negemo","ID"
"31",1,"5507738ffdf99b352b9fe4b3","Sadness; Joy; anger; excitement; fear; anticipation; suspense; anxiety; appre",-3,-3,-2,3,-2,-2,-2,1,-1,0,3,1,2,3,-2,1,-3,2,-1,-1,4,3,4,4,5,4,4,2,4,4,4,4,3,4,4,2,3,4,4,2,"EN",6,0,0,NA,3,9,55.56,33.33,25
"32",1,"57843b986475d400015a8e45","happiness joy sadness heartbreak excitement humor love fear anticipat",-1,-2,-2,3,0,-1,-1,3,-1,1,3,-1,3,3,1,2,-2,2,-1,-2,2,4,1,4,4,4,1,4,2,2,1,4,1,4,2,1,5,4,4,4,"EN",3,0,1,3,5,3,66.67,33.33,26
"33",1,"5a034df0f2e3460001edabdf","Happy sad joyful",-1,-1,2,1,0,1,0,1,-1,2,-1,-1,1,1,0,1,-1,2,-1,2,2,4,1,3,2,2,2,2,2,4,2,1,1,1,2,2,2,3,4,2,"EN",3,1,0,NA,2,10,40,50,27
"34",1,"5994b4c4004c4f0001cc8491","love, sadness, regret, happiness, fun, memories,hate, passion, loss, depression, ",1,-1,-1,3,0,0,-3,3,-2,0,2,1,0,3,0,2,-3,3,-2,0,4,5,3,2,4,5,1,1,3,5,3,3,4,2,3,5,3,4,3,3,"EN",3,1,1,2,2,10,40,50,28
"35",1,"58824a5e5edfd900013ebce2","Love, hate, upset, sadness, happy, joyful, high, low, angry, excited, ",0,-1,0,3,0,-1,-1,3,3,2,3,2,1,2,-1,3,-1,3,-1,0,4,4,1,3,4,4,3,3,4,4,4,4,3,4,5,4,5,4,3,3,"EN",5,1,1,2,3,11,18.18,45.45,29
"36",1,"57165ba7c5aca2000a8d32ca","Sadness, love, hate, religion, spite, remorse, reflection, rejoice, mourn, celebrate, hapiness, ",3,-2,-2,3,-2,-2,-2,3,-1,2,3,1,2,2,0,3,-2,1,1,-2,1,2,1,3,4,1,1,5,2,4,2,5,2,2,5,2,5,2,1,2,"EN",2,0,1,1,3,7,42.86,57.14,30
"37",1,"59f67ca708bad500015beed4","sadness, happiness, pain, guilt, jealousy, joy, excitement",3,-3,-3,3,-3,-3,-3,3,-3,0,3,3,0,3,-3,3,-3,3,3,0,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"EN",6,0,0,NA,3,6,33.33,50,31
"38",1,"59a84930a372d6000157e96b@email.prolific.ac","Love fear sadness high melancholy happy ",2,2,1,1,2,2,1,2,0,-1,1,0,2,1,1,1,1,1,1,1,4,4,3,4,4,4,4,3,3,4,3,4,4,3,4,4,3,4,4,3,"EN",3,1,1,3,4,10,50,50,32
"39",1,"59d7c4f30c0c7100015b9c60","Fear, anger, sadness, happiness, joy, surprise, trust, courage, guilt, shame",0,-1,-1,3,-1,-2,-3,2,-2,1,3,2,2,3,0,2,-3,2,2,0,1,2,1,3,5,1,1,1,1,5,2,1,1,1,1,2,2,4,5,3,"EN",6,0,0,NA,2,6,50,0,33
"40",1,"5948e8c6de49a9000165cd8c","ecstasy enlightenment pleasure excitement rapture awakening ",-3,-3,-2,2,0,-1,0,2,1,2,3,1,0,2,-3,2,-2,1,0,0,2,3,2,3,4,3,4,1,3,4,4,2,2,1,4,2,4,4,4,1,"EN",7,0,1,2,11,7,71.43,28.57,34
"41",1,"59d23eea4f2d3d0001d8e0c9","Sad, happy, sexy, romantic, joyful, bitter, excited",-2,-3,-3,3,0,-3,-2,3,1,3,1,2,-1,3,-1,-2,-3,3,0,2,2,4,3,2,4,4,4,4,4,5,4,2,3,5,3,5,5,5,4,2,"EN",4,1,1,2,4,3,33.33,66.67,35
"42",1,"595aa164af81250001c3418a","Love, hate, fear",-2,-2,-1,3,1,2,1,1,1,-2,-2,-2,1,3,-2,-2,-2,1,-2,-2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"EN",4,1,1,3,6,4,50,25,36
"43",1,"59d8d3aeea41450001ec79b0","relaxing, soothing, calming, irritating, ",1,-1,-1,1,1,0,1,1,2,2,2,-2,0,2,-1,1,-2,0,1,-1,1,2,1,4,4,2,1,2,1,4,1,1,1,1,4,4,1,4,2,2,"EN",4,0,1,4,1,12,33.33,58.33,37
"44",1,"578fcba816a091000112c83f","Anger, Fear, Joy, Happiness, Shame, Envy, Love, Distrust, Sadness, Anticipation, Pity, Kindness, ",1,-2,-2,3,-2,1,0,1,1,1,2,-1,1,2,-2,0,-2,2,-1,-1,2,3,2,3,4,2,1,2,4,4,3,3,2,2,1,2,4,3,2,2,"EN",3,0,1,1,7,12,33.33,66.67,38
"45",1,"598cc83f8f6271000186b0bc","Sadness, longing, regret, joy, happiness, love, adoration, rage, anger, melancholy, envy, jealousy, ",-1,-1,-2,2,-1,-2,-2,1,2,1,2,-1,-3,3,-2,1,-2,1,1,0,2,4,1,2,4,3,1,2,2,5,2,4,2,1,4,2,5,5,5,1,"EN",6,1,1,2,5,8,75,25,39
"46",1,"59d8e1653e5ea00001e1d08e","sad, happy, excited, joyous, loyal, love, romantic, upset, ",-1,-1,-2,2,1,-2,-2,1,1,-1,1,-1,-1,2,2,2,-1,2,1,-1,2,2,2,4,2,3,2,2,2,4,2,2,2,2,2,2,2,4,4,2,"EN",6,1,0,NA,4,8,37.5,25,40
"47",1,"59f77c1705d1d60001f14563","Love. sadness, joy, boredom, pretty much every emotion",-2,-3,-2,2,-3,-3,-3,2,2,1,3,0,1,2,-2,3,-3,2,-1,-1,1,2,4,4,3,2,4,3,1,5,2,3,3,1,4,5,4,3,2,1,"EN",2,0,1,2,2,6,50,16.67,41
"48",1,"5984a5015ff23800011e04c2","Passion, happiness, calmness, elated, excited sadness",-3,-3,-2,3,-2,-3,-3,2,-2,-3,2,1,1,3,-1,-3,-1,2,0,1,4,5,1,1,4,5,1,5,4,4,4,4,1,1,4,5,5,5,2,1,"EN",2,0,0,NA,4,8,25,62.5,42
"49",1,"59614c73d6b02c000143962c","anger, sadness, torment, happiness, depression, rage, excitement, anxious, ",-2,-2,-1,3,-2,-1,-3,2,1,0,2,-1,2,3,-1,2,-2,2,-2,-1,2,4,1,2,4,2,1,4,2,3,3,2,2,2,3,3,5,4,4,2,"EN",7,0,1,2,4,9,33.33,33.33,43
"50",1,"59edc72cae9f950001d84930","Happy sad angry irritated joyful excited moved memory trigger ",1,1,0,2,3,0,0,0,-1,1,0,-2,-1,0,1,1,-1,-1,0,2,3,3,1,3,4,2,1,3,1,4,3,2,1,1,2,2,3,4,4,3,"EN",6,1,1,1,2,9,55.56,33.33,44
"51",1,"Annabella towers","Love happybiess sadness honestly joy laughter scared petrified love ",-1,-1,-2,-2,0,-2,0,0,3,0,0,-1,3,-2,0,-3,0,1,3,0,3,3,3,3,4,2,3,5,3,3,3,1,1,3,3,3,1,5,4,2,"EN",2,1,1,3,5,6,33.33,16.67,45
"52",1,"593bc76c86d9d600010c7845","Tranquillity, peace  heartbreak, loathing, personal beliefs, ",-3,-2,1,3,-2,-2,1,3,1,1,3,3,-1,3,-2,3,-2,3,-1,-1,4,4,5,4,5,4,4,4,5,5,2,5,5,5,4,5,5,4,5,5,"EN",3,0,1,1,3,5,40,60,46
"53",1,"5a1017325d06850001b0043d","Happiness, love, hurt, anger, fear, ",-1,-3,-1,3,-1,-1,-2,3,2,2,2,0,2,3,-2,-1,-2,2,-1,-2,3,4,1,2,4,2,2,3,4,4,2,2,2,4,4,2,4,4,2,2,"EN",4,1,1,2,4,13,15.38,46.15,47
"54",1,"5984fe38e707360001a64336@email.prolific.ac","Love, pain, sadness, heartache, friendship, lust, envy, jealousy, anger, hate, sorro, happyness, joy",-3,-3,-3,3,-2,-2,-1,3,-1,2,2,1,-1,3,-2,1,-2,3,-1,1,2,4,2,2,4,2,4,2,4,5,2,2,1,1,4,2,2,5,4,1,"EN",2,1,1,3,5,10,40,40,48
"55",1,"5827643d81f5db0001266adb","Melancholy, happiness, joy, fear, hope, anger, pain, humour, confusion, annoyance ",0,-2,-3,3,-1,0,-1,3,3,2,2,1,3,3,-1,0,2,2,-1,-1,5,5,1,1,3,5,1,3,5,5,4,4,5,5,1,1,3,5,3,4,"EN",2,0,1,1,9,12,25,75,49
"56",1,"59ccd702faf42e00012b68f5","sadness, melancholy, happiness, love, fear, anger, longing, excitement, heartbreak, loss, suffering, pain, ",-1,-2,-3,3,-3,-2,-3,3,-2,-1,2,1,0,3,-3,-1,-3,3,0,-2,3,4,5,2,4,2,3,2,4,3,4,3,4,2,2,2,5,2,5,2,"EN",5,0,0,NA,5,8,25,50,50
"57",1,"58f499547b2e410001c2edc6","happiness, excitement, anger, sadness, serenity, frustration, fear, curiosity",0,-2,-3,3,0,-3,-1,3,1,-1,3,-1,3,3,0,2,-1,2,1,-1,1,2,1,4,4,1,3,3,1,3,2,1,1,1,3,3,2,2,2,2,"EN",5,0,1,2,4,7,57.14,28.57,51
"58",1,"59e9183cac0af70001b36bef","love, happiness, joy, sadness, anger, chilled, excitement",-1,-3,-2,3,3,-3,0,3,2,2,0,2,1,2,-2,-1,-1,3,0,-2,2,2,1,4,4,1,1,4,2,4,2,2,1,1,2,1,1,5,5,2,"EN",4,1,1,1,3,7,42.86,42.86,52
"59",1,"58cf36c03783090001b4b12d","Sadness, love, joy, anxiety, excitement, rage, lust,",-1,-3,-3,3,-2,-1,-1,3,0,2,3,2,2,3,-1,2,-3,2,-2,-3,2,3,1,3,5,2,3,1,2,5,2,3,2,1,3,1,5,4,4,1,"EN",3,0,0,NA,3,8,25,62.5,53
"60",1,"59cbc66c4374e1000125c8b5","Joy, love, sorrow, anger, grief, regret, pain, want",0,-3,-1,3,-1,-1,-2,3,1,1,2,1,1,3,-2,1,-3,2,-1,-3,4,4,1,1,3,4,1,3,3,4,4,5,5,2,5,3,5,2,1,2,"EN",7,1,1,1,4,12,33.33,58.33,54
"61",1,"5a082bee517dfb00013db6ed","Happy, sad, worried, anxious, scared, hopeful, hopeless, revenge, payback, despair, love, romance, ",-2,0,-2,2,-2,-3,-2,2,-1,1,3,-1,-2,2,-2,3,-2,2,1,-1,4,4,5,2,2,2,2,2,3,5,2,2,4,2,2,1,2,4,4,2,"EN",3,1,1,3,2,9,33.33,44.44,55
"62",1,"57c9ce5cb6b533000179ce82","Love hate revenge anger happy sad existing excited ban",0,-3,-3,3,3,-2,-3,3,1,0,-1,0,-2,3,1,-3,-3,3,0,0,3,4,3,1,3,2,4,5,3,4,4,1,3,2,5,4,5,1,3,3,"EN",7,0,1,2,4,14,28.57,42.86,56
"63",1,"59e537aa24d7bf00012f0f88","passion, love, melancholy, sadness, mourning, happiness, exultation, joy, anger, fear, anticipation, excitedness, longing, calmness, ",0,-3,-2,3,0,-3,0,3,-1,3,3,3,2,2,0,-1,0,2,0,1,2,2,2,4,4,2,2,1,2,4,2,2,3,2,2,1,2,4,4,2,"EN",5,1,1,4,2,10,30,50,57
"64",1,"59e0f069ae9f950001d83ed5","Sad anger love despair hate jealosy happiness grief annoyance proud",0,-3,1,3,-3,2,0,0,2,-2,-1,-3,3,2,3,2,-1,0,-2,-1,4,5,1,2,5,5,5,3,5,2,3,5,5,5,4,4,3,5,3,3,"EN",3,1,1,2,3,7,28.57,28.57,58
"65",1,"5a0dbfc66e1ea9000124ebd3","love, hate, passion, money, extravagance, calmness, rage, ",-3,-1,-2,2,0,-2,-1,2,2,2,3,1,2,2,-1,1,-2,2,-2,1,2,4,1,2,3,2,4,2,4,5,2,1,2,1,3,2,2,4,5,3,"EN",7,1,1,1,4,10,40,60,59
"66",1,"59fb9d4b728b1b0001ad855c","happy, angry, sad, frustration, excitement, joy, boredom, love, loss, heartbreak",2,-1,-2,2,-1,0,-1,3,-2,0,1,1,3,2,1,3,-3,3,-3,-2,2,2,2,3,4,2,2,2,2,4,2,3,2,2,2,2,4,4,4,2,"EN",4,0,1,3,4,1,0,0,60
"67",1,"595fa59caa841c00018d7225","-99",-3,-3,-2,0,-2,-2,-1,3,3,3,3,3,0,0,-2,2,-3,3,-1,-3,1,1,1,5,1,1,1,5,1,5,1,1,1,1,2,3,1,5,5,4,"EN",6,1,1,1,6,14,42.86,28.57,61
"68",1,"5723594f844581001102482c","happiness, sadness, peace, joy, thrill, suspense, grief, pleasure, elation, wonder, thoughtfullness, anger, rage, gentleness",-1,-3,-3,2,-1,-2,-2,2,0,2,1,2,-1,3,-2,0,-3,2,0,0,3,4,1,4,3,2,2,3,4,5,3,1,2,2,2,3,2,5,4,2,"EN",6,1,1,2,3,9,44.44,44.44,62
"69",1,"59b198372a78fd00010b83b2","Laughter, excitement, sadness , anger , love, freedom. bitterness, jealousy, ambition,",0,-2,-2,2,0,1,-1,2,1,-1,-1,-1,0,-1,0,1,-1,1,-1,-1,4,5,2,4,3,3,2,4,3,5,2,2,1,2,2,3,2,1,2,2,"EN",3,0,0,NA,2,7,28.57,57.14,63
"70",1,"5a0d4a205d06850001afff96","Love hate sadness joy jealousy unhappy mellow ",0,-2,-2,3,-3,-2,-1,3,2,1,3,2,3,3,-2,1,-2,3,0,-2,1,1,1,3,2,4,4,2,3,4,4,4,2,1,2,2,4,4,4,4,"EN",4,0,1,1,3,6,16.67,83.33,64
"71",1,"5785017d160201000103f2f8","Happiness, Sadness, Anger, Loss, Fear, Worry",-1,-3,-1,3,-3,0,-3,3,-1,1,1,2,2,3,-2,1,-3,3,-2,-3,2,4,1,2,4,1,1,2,2,5,2,2,2,2,3,3,2,4,4,3,"EN",3,1,1,6,5,8,50,37.5,65
"72",1,"56ba8b5730d6b3000cf85665","happy sad love coheartbreak comedy frustration angry hope",-1,-1,-2,2,0,-1,1,1,2,1,0,-1,-3,2,0,1,-1,2,0,-1,4,5,4,1,5,2,1,1,5,1,5,4,4,2,3,1,5,2,4,2,"EN",5,1,1,4,11,10,40,50,66
"73",1,"599b09c8b5566b0001aa8627","Sadness, hope, grief, happiness, joy, angry, aggressiveness, heartbreak, sorrow, joy,  ",0,-3,-1,3,-1,-2,-2,3,-1,1,2,2,3,2,0,-2,-2,3,0,-1,4,4,2,3,3,2,2,1,4,5,3,2,4,3,4,4,4,3,3,2,"EN",3,0,0,NA,4,6,33.33,66.67,67
"74",1,"59a925d98cef7d00011f86f9","Heartbreak, sadness, happiness, joy, sorrow, anger",1,-1,-3,2,0,0,-3,2,-1,-1,0,1,1,2,0,1,-2,2,-2,-3,4,5,4,1,4,4,4,2,4,4,5,2,5,5,2,3,5,3,2,2,"EN",7,1,1,1,4,8,25,62.5,68
"75",1,"5664b80b4ef50400127da023","happiness , sad, shock, depression, failure, guilt, betrayal, ecstacy ",1,1,0,2,0,-1,0,1,1,1,0,0,1,1,1,1,0,2,0,0,4,4,2,3,3,2,2,3,3,4,3,3,2,2,2,3,3,3,2,3,"EN",5,1,0,NA,4,1,100,0,69
"76",1,"59e73805d838ae0001850b42","Happiness",-3,-3,-2,3,1,-2,-1,1,2,1,3,-3,1,3,0,-2,-2,0,1,1,4,4,3,2,4,1,2,5,4,5,5,5,4,2,3,2,5,5,4,3,"EN",1,0,1,2,4,9,44.44,44.44,70
"77",1,"5689916dd3d6a7000aa1cbf0","Happiness. Sadness. Delight. Emotional. Dance. Excitement. Joy. Depression. Moody. ",-1,0,0,3,-1,-1,-1,3,2,2,3,-1,2,3,-2,1,-1,3,0,-1,2,4,3,2,4,2,2,2,4,4,4,3,3,2,3,4,4,2,3,4,"EN",6,1,0,NA,3,7,42.86,57.14,71
"78",1,"5720df88951c9b0011d3e081","Happiness fear excitement sadness anger enjoyment numbness",1,-3,0,3,1,1,0,2,1,2,2,-1,0,3,-2,2,-2,1,-2,-2,5,4,1,4,4,5,2,5,4,4,4,2,5,5,4,4,5,2,4,5,"EN",6,1,1,2,7,8,25,50,72
"79",1,"58c5e09f5e07b6000139e236","Happiness, sadness, angst, fear, helplessness, anxiety, pride, curiosity, ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,2,4,3,1,2,4,5,2,5,2,2,5,2,5,5,2,1,"EN",2,0,1,4,4,9,33.33,22.22,73
"80",1,"59f8656dda08940001d4eb12","Happiness, sadness, excitement, relaxation, nostalgia, awakening, drowsiness, fear, suspense, ",-3,-1,0,3,-1,-2,0,1,-1,1,3,0,1,2,-1,0,-3,1,-1,-2,4,4,1,3,5,4,2,4,4,3,3,2,2,2,4,3,4,4,4,4,"EN",7,0,1,2,5,6,33.33,50,74
"81",1,"59f34d775ac99000018afd26","Anger, Sadness, Lonliness, Hate, Happiness, Bliss, ",-3,-3,-1,3,-2,-3,-2,2,-1,2,3,1,2,3,-1,2,-2,2,0,-2,4,3,3,4,2,4,2,3,4,4,4,4,4,4,2,1,3,4,4,3,"EN",7,0,1,2,4,6,50,16.67,75
"82",1,"5706825c3409da000f19a1ac","Sadness, love, hope, excitement, lonelyness, dispair, ",-1,-3,-3,3,-2,-2,-1,2,1,1,3,-3,1,2,-1,2,-3,2,-2,-2,2,4,1,4,3,2,1,1,2,5,1,1,2,1,1,2,1,1,4,4,"EN",5,1,0,NA,3,14,28.57,50,76
"83",1,"57f95c59bf44c50001a7a54a","Happiness, Sadness, Anger, Joy, Chaos, Excitement, Depression, Fright, Fear, Mixed emotions, Surprised, Crazy, Overwhelmed, ",0,0,1,0,-1,-1,-2,0,3,2,-1,1,0,1,-1,1,-1,1,1,0,2,2,2,4,4,4,3,4,3,5,2,2,2,2,1,1,1,4,4,4,"EN",6,1,1,3,2,4,100,0,77
"84",1,"595f6865710c1800018dfe67","Happy, upbeat, fun, free",-2,0,0,3,0,-2,-2,2,0,0,0,0,0,3,0,0,-2,2,0,-1,1,1,1,5,5,3,1,4,1,3,2,2,1,1,3,3,2,4,3,3,"EN",6,1,1,2,2,14,35.71,42.86,78
"85",1,"59f67f98b47dfc0001b65f83","Joy, Sadness, excitement, motivation, contentment, satisfaction, fear, rage, anger, angst, insecurity, love, hatred, aceptanc",0,-2,-1,3,-3,-1,-2,3,1,2,2,2,1,3,-1,1,-1,2,-1,0,2,4,2,1,4,2,4,3,4,5,4,1,2,1,4,5,4,4,3,1,"EN",1,0,1,1,2,7,57.14,42.86,79
"86",1,"59fb1518b47dfc0001b6659b@email.prolific.ac","Passion, love, hate, sadness, joy, excitement, anger, ",0,-3,-3,2,-2,-2,-3,3,0,1,3,-1,-2,2,-1,1,-3,2,0,0,1,1,1,3,3,1,1,3,1,3,1,2,1,1,2,3,2,5,3,3,"EN",7,0,1,1,2,8,12.5,62.5,80
"87",1,"58b1a8d8b1dcb400019602d2","Anger, Sadness, Hurt, Happiness, Betrail, Lust, Hatred, Disgust. ",-2,0,0,2,1,-1,-1,3,3,0,1,1,2,2,1,2,0,3,3,0,4,5,1,1,3,2,2,3,4,3,5,2,5,5,3,2,5,2,1,2,"EN",2,0,1,1,3,8,37.5,50,81
"88",1,"58d3ba2d80844500019572e8","sadness happiness joy sorrow anger heartbreak excitement celebration ",1,-2,1,2,-1,-2,-2,2,1,0,2,-1,1,3,1,1,-2,2,-1,-1,2,3,1,4,4,3,2,2,2,2,2,2,2,2,2,2,2,4,2,2,"EN",1,1,1,3,2,11,45.45,27.27,82
"89",1,"57f7b30f1636b20001365415","love anger happiness rich wanting sad break ups hurting fun enjoying ",-2,-3,-2,3,-1,-2,-1,3,2,2,-2,-2,-1,3,-1,-2,-3,2,-1,0,5,4,3,1,5,5,4,1,4,3,1,3,2,4,1,2,4,5,5,5,"EN",1,1,1,4,7,6,33.33,16.67,83
"90",1,"5924218545c05100011c935e","Love death marraige excited sad supprised ",-2,0,0,2,-1,0,-1,2,0,-2,-2,1,1,3,-2,1,-2,3,0,0,3,3,3,2,2,2,3,2,4,4,3,3,3,2,4,2,3,3,3,2,"EN",6,1,0,NA,3,11,27.27,45.45,84
"91",1,"57a5c633275be6000135b61c","Sadness, Anger, Happiness, Conflicted, Confused, emotional, tired, reflective, excited, inspired, rage, ",-1,-3,-2,2,-1,-3,-2,1,0,-2,-1,-2,-2,3,-2,-1,-3,2,1,-1,3,4,4,5,1,2,3,1,4,4,2,4,3,4,3,2,4,3,2,2,"EN",5,1,1,1,11,9,22.22,44.44,85
"92",1,"59e50726c0d35a0001294f8f@email.prolific.ac","Happiness love life death sadness nerves anxiety depression overwhelming ",-1,2,0,0,0,0,-1,2,0,2,2,3,2,1,-3,0,-1,2,-1,-1,3,4,1,1,3,3,1,1,1,4,4,1,1,1,1,2,1,4,3,2,"EN",6,1,0,NA,5,17,35.29,52.94,86
"93",1,"57b2bfbddc8f860001b974db","happiness, sadness, heartbreak, excitement, boredom, love, hatred, revenge, lust, desire, joy, depression, unfairness,victimisation,guilt,anger,hope,",-2,-2,-2,3,-1,-2,-1,3,1,1,2,2,3,3,-2,2,-2,3,1,1,4,4,1,4,4,2,2,2,3,5,3,2,2,1,2,3,4,5,5,4,"EN",5,1,1,3,2,11,45.45,9.09,87
"94",1,"57b248d52075e2000113ba3d","empathy, sadness, joy, strength, tranquility, peace, lamentation, jollyness, jovialty, profundity, courage, ",-1,-2,-2,2,1,-1,-1,2,1,1,2,0,2,2,-1,0,-2,2,-1,-1,1,1,5,5,4,1,2,1,1,5,1,3,4,1,1,1,2,5,5,2,"EN",7,0,0,NA,2,20,15,50,88
"95",1,"5836fa18e83d21000180bfdb","love, pain, hurt, anger, strife, agony, lust, passion, negkect, jealousy, greed, power, hate, dislike, contempt, need, delight, nothing, emptiness, soul,",-2,-3,-1,3,-1,-2,-3,2,2,2,2,-2,1,3,-1,1,-1,3,1,-1,4,2,4,3,4,3,4,1,2,4,3,1,4,2,1,1,5,4,4,2,"EN",7,1,1,2,2,7,42.86,42.86,89
"96",1,"5955b6df620d1400019f2787","Joy, excitment, sorrow, love, anger, desperation, happiness",1,-3,-1,3,-2,-1,0,3,1,2,3,2,2,2,-1,1,-1,2,1,0,4,4,4,1,5,2,4,4,5,3,4,5,5,5,4,2,4,2,4,5,"EN",7,0,1,1,2,8,25,62.5,90
"97",1,"5989ae425837f200016a9dc1","Happy, Sad, Heartbreak, Romanced, Grieving, Anger, Confusion, Numbness, ",-2,-1,0,2,0,-1,-3,2,1,1,2,0,0,2,-2,1,-3,3,-2,1,4,5,2,2,4,4,4,1,4,5,2,2,2,1,2,1,1,5,5,2,"EN",6,1,0,NA,2,4,50,50,91
"98",1,"5a0441857ecfc50001be0aac","Sadness happiness anger, excitement",-2,-1,-1,-1,-1,-1,-1,1,-2,-1,-2,-1,1,-1,-1,-1,-1,1,-1,-1,3,4,3,4,4,2,4,2,4,4,4,2,4,3,4,4,4,4,2,2,"EN",4,0,1,2,6,11,27.27,63.64,92
"99",1,"59aea0690516f6000197c000","Love, hate, sadness, happiness, excited, nervous, greif, pain, anger, jealousy, bitterness",1,-1,1,3,1,-1,-2,2,0,1,1,1,2,2,1,1,-1,2,0,-1,4,4,4,5,4,4,4,4,3,3,3,3,5,3,4,3,5,4,3,3,"EN",7,0,0,NA,2,9,44.44,55.56,93
"100",1,"5a046a880fff620001a6bb40","sadness, happiness, anger, violence, peace, pride, depression, love, hate,  ",-1,-1,-1,3,-1,-2,-2,2,2,2,3,2,1,3,-2,2,-1,2,-2,-1,4,2,2,4,5,5,2,2,2,4,4,1,2,2,4,5,2,4,4,2,"EN",1,0,1,2,6,5,80,0,94
"101",1,"58f0c5123050380001608480","Joy, Relax, Upbeat, Happy, Somber",-1,-2,0,2,-2,-3,-1,-2,1,1,2,2,2,2,1,0,-1,0,2,0,3,3,4,3,4,3,2,4,2,4,3,2,3,2,4,4,4,2,3,4,"EN",1,0,1,2,4,14,64.29,28.57,95
"102",1,"58a992569e040a000139a79b","happy, calm, fun, excited, sad, emotional, inspired, pumped, energetic, thoughtful, depressed, ecstatic, joyful, remorseful, ",-3,-3,0,3,-1,-3,-3,2,-1,2,2,-3,0,3,-2,1,-2,2,-2,1,1,3,1,3,5,1,1,1,4,4,3,3,1,1,2,2,4,5,5,1,"EN",5,0,0,NA,4,4,25,75,96
"103",1,"59f6576e07e3780001ccd4be","violence, guilt, happiness, jealousy  ",-2,-1,0,3,-1,-3,-2,3,1,2,3,2,3,3,-1,3,-3,3,-2,-3,1,1,1,1,3,3,3,3,3,4,4,5,5,1,4,4,5,2,3,3,"EN",3,0,1,2,3,13,23.08,15.38,97
"104",1,"59deaad416ecc200016fec37","happy sad quiet rock noisy calm blue anrgy fed up disappointed country relaxin",1,-1,-2,3,-1,-2,0,3,-1,1,3,1,2,3,-1,3,-1,3,0,0,2,3,1,4,3,3,2,4,2,4,2,2,1,4,3,3,4,3,4,3,"EN",5,1,1,4,4,11,27.27,45.45,98
"105",1,"593badf0eec240000193ef44","Passion, love, sorrow or sadness, depression, frustration, infatuation, happiness, Anger, motivation",2,-2,2,3,0,1,-1,2,3,1,3,0,2,3,-2,2,-3,2,2,-3,4,4,3,2,5,3,3,2,3,4,2,4,4,3,4,2,3,4,3,1,"EN",5,0,1,2,2,8,25,62.5,99
"106",1,"59d505b2f35ff40001914d7d","sad happy angry upset disappointed excited grumpy heartbroken ",-1,-1,0,0,-1,-2,-1,2,-1,1,2,2,2,0,-1,1,-1,2,-1,1,4,5,3,2,3,5,4,2,4,4,4,4,4,5,4,3,4,5,4,4,"EN",5,1,1,3,9,6,50,33.33,100
"107",1,"59959d5060937e00018996f0","Happy,sad,angry,cool,calm,drained,",0,0,-1,0,0,-1,1,0,1,0,1,1,0,1,1,0,2,1,1,1,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,"EN",3,0,0,NA,2,5,20,40,101
"108",1,"597b90d17fd7530001344e8f","Sad happy angry loud horny ",-2,-1,-1,3,-1,-2,-2,3,0,2,-2,1,2,3,-1,-2,-2,3,-2,2,1,1,1,5,4,1,1,1,1,5,1,1,1,1,5,1,1,5,1,1,"EN",7,1,0,NA,3,7,42.86,42.86,102
"109",1,"5996f2df6b939900012d9f5e","sadness happiness excitement love depression worry concern ",-1,-3,-3,3,-1,-2,-2,2,0,-2,0,-1,1,3,-1,1,-3,2,1,-3,4,4,1,2,4,5,2,1,4,4,4,4,2,3,4,4,4,4,4,4,"EN",4,1,1,2,3,9,33.33,66.67,103
"110",1,"59b70c4e7547b100012d6d42","Happiness, sadness, anger, grief, pain, love, heartbreak, jealousy, excitement",-2,-3,-3,2,-2,-2,-3,2,-2,1,2,0,1,2,-1,1,-2,2,-1,-2,4,4,1,2,4,4,1,1,5,5,4,2,2,1,5,3,5,5,4,1,"EN",4,0,1,1,3,7,57.14,28.57,104
"111",1,"5a0cdfbaab721b0001ef8142","joy,love,happiness,sadness,despair,pride,nostalgia,",-1,-3,-2,3,-3,-2,-3,2,0,1,3,1,2,3,-2,1,-3,2,0,-2,3,4,1,2,5,4,4,2,4,5,4,4,4,3,3,4,2,4,2,2,"EN",5,0,1,4,3,8,62.5,37.5,105
"112",1,"55ad3f2dfdf99b563a2471c8","love, hate, anger, sorrow,joy, happiness,faith, humour",-2,-1,-1,2,-2,-2,-1,3,1,2,3,2,3,2,-1,2,-1,2,-1,1,2,2,2,3,2,2,2,3,1,4,4,3,2,2,5,3,4,4,4,2,"EN",4,0,0,NA,2,14,28.57,35.71,106
